source	target	source_gene	target_gene
A0A7M7SS63	O94817	LOC113219359	ATG12
A0A7M7L321	O75771	LOC100576677	RAD51D
A0A7M7MVC4	Q9H875	LOC107966055	PRKRIP1
A0A7M7MUB2	Q96NH3	LOC107965181	TBC1D32
A0A7M7IRV8	Q9NWM3	LOC412504	CUEDC1
A0A7M7IF15	P28328	LOC102655950	PEX2
A0A7M7FZ51	Q8NDY6	LOC726594	BHLHE23
A0A7M7TFQ0	Q15370	551511	ELOB
A0A7M7R9S1	O75380	412328	NDUFS6
A0A7M7GMV3	Q8N5K1	410636	CISD2
A0A7M7GB34	O76064	100576412	RNF8
A0A7M7GLF4	P54105	551690	CLNS1A
A0A7M7GR65	Q8N6M3	551499	FITM2
A0A7M7L539	Q9BWL3	LOC552842	C1orf43
A0A7M7GLE1	Q9H2I8	725390	LRMDA
A0A7M7RCT4	Q6P1L8	552097	MRPL14
A0A7M7H018	Q9Y3C0	726132	WASHC3
A0A7M7H2Q0	Q9NWV8	724855	BABAM1
A0A7M7GQ08	Q9H8P0	LOC102656812	SRD5A3
A0A7M7R9P1	O15212	552807	PFDN6
A0A7M7MM69	Q8NFH5	LOC412835	NUP35
A0A7M7FZJ5	Q9Y2Q9	725538	MRPS28
A0A7M7ILB7	Q9BVV7	LOC726569	TIMM21
A0A7M7GYH3	Q96E22	LOC724564	NUS1
A0A7M7H0D8	Q8IXM2	408633	BAP18
A0A7M7MMV5	Q567V2	724570	MPV17L2
A0A7M7GTJ5	Q5TA50	410533	CPTP
A0A7M7G9H6	P18887	LOC100577027	XRCC1
A0A7M7G0E1	P32320	LOC727234	CDA
A0A7M7GAQ0	O60925	726689	PFDN1
A0A7M7L656	Q96EY4	LOC100579057	TMA16
A0A7M7II06	Q8IXM6	LOC725424	NRM
A0A7M7G240	Q0GE19	LOC724999	SLC10A7
A0A7M7G1V2	Q9NZE8	725659	MRPL35
A0A7M7RB30	P61604	552531	HSPE1
A0A7M7LM56	Q96FK6	551536	WDR89
A0A7M7KZI4	Q96GY3	LOC726496	LIN37
A0A7M6UMK9	O14746	Tert	TERT
A0A7M7R5T4	Q0P6D2	409931	DIPK1C
A0A7M7MQP1	Q8WUW1	LOC107965288	BRK1
A0A7M7R6M2	Q9NP92	412984	MRPS30
A0A7M7RBP3	Q96B42	552460	TMEM18
A0A7M7R5V1	Q8TCG1	409977	CIP2A
A0A7M7TFV8	O14737	551586	PDCD5
A0A7M7R5W8	Q9BYC9	409951	MRPL20
Q5F4H9	P24387	crh-BP	CRHBP
A0A7M7G2Y4	Q8N755	726443	PQLC3
A0A7M7GKI2	Q13336	LOC100576458	SLC14A1
A0A7M7GX55	Q8NFU5	724909	IPMK
A0A7M7GR87	Q96EU6	724432	RRP36
A0A7M7GA68	O15091	LOC100576610	KIAA0391
A0A7M7LNI0	Q96J42	726649	TXNDC15
A0A7M7H5J9	Q92733	725042	PRCC
A0A7M7R3A4	Q9BRP1	409110	PDCD2L
A0A7M7MR45	Q5T5J6	LOC726780	SWT1
A0A7M7GNC7	P63220	551479	RPS21
A0A7M7GYY4	Q9BYG3	552509	NIFK
A0A7M7MNE1	Q9UI09	LOC727199	NDUFA12
A0A7M7GUN1	Q92805	410659	GOLGA1
A0A7M7M0W9	P60059	726721	SEC61G
A0A7M7GLT0	Q5JU00	LOC102654746	TCTE1
A0A7M7R724	Q07021	413762	C1QBP
A0A7M7MP06	Q9BUU2	LOC727048	METTL22
A0A7M7R726	Q5TGI0	409643	FAXC
A0A7M7MN42	Q04837	LOC727210	SSBP1
A0A7M7RAQ6	Q9Y3C1	552214	NOP16
A0A7M7M0M4	Q9NPJ3	LOC107964507	ACOT13
A0A7M6UFH9	Q52LA3	Lin-52	LIN52
A0A7M7IK97	P62952	107965085	BLCAP
A0A7M7R5Y7	Q9Y6M9	409586	NDUFB9
A0A7M7MKC4	A6NKF1	LOC724923	SAC3D1
A0A7M7GAL3	P10599	409451	TXN
A0A7M7L214	O75031	LOC100577896	HSF2BP
A0A7M7LKD4	O60683	724262	PEX10
A0A7M7G9X4	O14777	LOC100578011	NDC80
A0A7M7GBH7	P62072	726061	TIMM10
A0A7M7GJ57	Q9HAE3	LOC100576460	EFCAB1
A0A7M7G7Z6	Q8N4V1	726894	MMGT1
A0A7M6UPY6	Q9NWS0	PIH1D1	PIH1D1
A0A7M7FZA9	Q9BZE7	725050	C22orf23
A0A7M7FZ32	Q8TBQ9	725059	TMEM167A
A0A7M7LR86	O75223	725055	GGCT
A0A7M7RBZ9	Q9H0U6	552628	MRPL18
A0A7M7G0J6	Q86WQ0	LOC727436	NR2C2AP
A0A7M7GA26	Q9P1U0	LOC100578235	ZNRD1
A0A7M7FZX0	Q8WWB7	LOC726213	GLMP
A0A7M7TG02	Q96EY8	552180	MMAB
A0A7M7G746	O75575	724343	CRCP
A0A7M7R8J2	Q96EL2	552152	MRPS24
A0A7M7R9H1	A8MTA8	551347	FAM166B
A0A7M7R939	Q9H6K4	552659	OPA3
A0A7M7RBE8	Q9UNK0	LOC552098	STX8
A0A7M7L2K1	Q5BKX5	551982	C19orf54
A0A7M7R9Q1	P14927	551757	UQCRB
A0A7M7RCZ8	O75787	LOC552228	ATP6AP2
A0A7M7GCJ8	Q9H3J6	LOC724155	C12orf65
A0A7M7GIM8	Q9BSH5	726955	HDHD3
A0A7M7FZL7	Q8WV22	727247	NSMCE1
A0A7M7R6B0	Q96HR3	LOC412870	MED30
A0A7M7IH47	Q99675	LOC725654	CGRRF1
A0A7M7GSI5	Q99643	409549	SDHC
A0A7M7KZY2	Q8IYE1	LOC726591	CCDC13
A0A7M7SSE2	Q8WUR7	LOC408713	C15orf40
A0A7M7L5F7	P46379	LOC408889	BAG6
A0A7M7H5A3	Q6PD74	552673	AAGAB
A0A7M7RAM8	Q9Y244	551411	POMP
A0A7M7II92	Q96IL0	102654090	APOPT1
A0A7M7H1D7	Q9BR61	102656914	ACBD6
A0A7M7IK49	O75330	LOC725841	HMMR
A0A7M7GSE8	Q96H35	LOC726029	RBM18
A0A7M7GAF6	Q8N4B4	100578714	FBXO39
A0A7M7R7A0	P18615	LOC411195	NELFE
A0A7M7LN60	Q9UH36	100577209	SRRD
A0A7M7GZU5	Q96SZ5	724666	ADO
A0A7M7R9A8	Q9NQE9	LOC552803	HINT3
A0A7M7G0H9	Q9H8H0	LOC727174	NOL11
A0A7M7GRA9	Q9NQL9	LOC409455	DMRT3
A0A7M7GK37	Q86X19	LOC102654192	TMEM17
A0A7M7GED0	Q8WVE7	LOC724896	TMEM170A
A0A7M7GF06	Q9C086	100576104	INO80B
A0A7M7TG13	P37108	552323	SRP14
A0A7M7GN39	Q9NPI0	LOC102655942	TMEM138
A0A7M7G9V0	Q9NRX4	100576467	PHPT1
A0A7M7R9V6	Q9NZ42	551695	PSENEN
A0A7M7GR25	Q9P2W1	726449	PSMC3IP
A0A7M7L4U0	Q68CL5	107964212	TPGS2
A0A7M7FZM2	Q9Y5L4	725705	TIMM13
A0A7M7GBG4	Q8N9M1	100577520	C19orf47
A0A7M7R673	Q9BRA2	102656890	TXNDC17
A0A7M7M5S2	Q9Y421	LOC724807	FAM32A
A0A7M7GJP2	O60293	LOC100577903	ZFC3H1
A0A7M7FZZ5	Q9BQD3	726308	KXD1
A0A7M7RBF7	Q9H2G9	552288	BLZF1
A0A7M7LKS3	Q9NQ50	727014	MRPL40
A0A7M7ILW2	Q6IPR1	LOC107965891	ETFRF1
A0A7M7IT99	Q9Y2B0	LOC410890	CNPY2
A0A7M7LPV7	Q9H3L0	551676	MMADHC
A0A7M7R5H0	Q13501	LOC408686	SQSTM1
A0A7M7FZ82	Q7Z2W9	LOC725201	MRPL21
A0A7M7IFK7	Q9H095	LOC725963	IQCG
A0A7M7FZ57	Q6NVU6	726361	UFSP1
A0A7M7SNY7	P82921	LOC113218892	MRPS21
A0A7M7R7M3	Q9NV56	550814	MRGBP
A0A7M7GDZ1	P04637	100577122	TP53
A0A7M7G2Z1	Q9Y5J9	726498	TIMM8B
A0A7M7GRP1	Q9UBB4	726806	ATXN10
A0A7M7SPG4	Q2TB10	LOC725941	ZNF800
A0A7M7G0R3	Q13442	724487	PDAP1
A0A7M7L1L9	Q9NR77	LOC551171	PXMP2
A0A7M7G072	Q8WW12	726782	PCNP
A0A7M7GW05	P62273	725147	RPS29
A0A7M7L6D9	Q96E11	LOC411482	MRRF
A0A7M7IJP3	Q8N2A8	LOC727254	PLD6
A0A7M7GWM1	Q8N4W6	410730	DNAJC22
A0A7M7RAM7	Q86VZ4	LOC552693	LRP11
A0A7M7G7A1	P05387	725884	RPLP2
A0A7M7FYV9	O60783	724744	MRPS14
A0A7M7LN23	Q16637	100577491	SMN1
A0A7M7GB13	Q9Y291	725620	MRPS33
A0A7M7GB27	Q9H2C2	100577553	ARV1
A0A7M7G7H5	Q16540	724708	MRPL23
A0A7M7R7S1	P56556	551042	NDUFA6
A0A7M7MG90	Q96D03	LOC552667	DDIT4L
A0A7M7FY03	Q96CV9	LOC724728	OPTN
A0A7M7LPU4	P54821	724301	PRRX1
A0A088AE94	Q9BV81	LOC551477	EMC6
A0A7M7R3V9	Q9BW61	LOC409984	DDA1
A0A7M7R8B9	P10620	410837	MGST1
A0A7M7GZR1	P57054	725086	PIGP
A0A7M7IF71	Q8WTR2	102656384	DUSP19
A0A7M7G057	Q9H204	LOC726666	MED28
A0A7M7GLV2	Q7Z304	LOC412057	MAMDC2
A0A7M7H165	P60602	727012	ROMO1
A0A7M7L5K6	Q8WY98	LOC113218833	TMEM234
A0A7M7FYU1	Q8N9N7	726043	LRRC57
A0A7M7TFS9	P61916	551922	NPC2
A0A7M7G2H4	O95295	725747	SNAPIN
A0A7M7GTZ6	O15504	100577687	NUPL2
A0A7M7MRT3	Q6IPT4	LOC100578628	CYB5RL
A0A7M7GAG2	P0CG13	726016	CHTF8
A0A7M7GMX3	Q99836	LOC413194	MYD88
A0A7M7LKK0	Q9Y3D3	725291	MRPS16
A0A7M7R5M4	Q9H814	LOC409229	PHAX
A0A7M7IMX1	O75817	102655617	POP7
A0A7M7R8B5	Q9NZM5	412688	NOP53
A0A7M7FZP9	Q9BZE1	725854	MRPL37
A0A7M7FYY5	Q9GZQ3	726232	COMMD5
A0A7M7GBR7	P54826	LOC100576349	GAS1
A0A7M7FYB3	Q99622	724769	C12orf57
A0A7M7MR31	Q9UGQ2	551483	CACFD1
A0A7M7GAZ8	P61970	409406	NUTF2
A0A7M7G7M5	P17568	724827	NDUFB7
A0A7M7LIJ2	Q53S33	727306	BOLA3
A0A7M7R923	Q8N5M9	552705	JAGN1
A0A7M7GAI5	Q9BV90	100578277	SNRNP25
A0A7M7GVH5	P47224	LOC100578580	RABIF
A0A7M7FZH5	Q9Y3M2	727294	CBY1
A0A7M7TFX3	Q96BR5	552586	COA7
A0A7M7R6F0	P82912	LOC410678	MRPS11
A0A7M7FZ26	P56915	726162	GSC
A0A7M7L905	Q9BSD7	725299	NTPCR
A0A7M7R2R3	Q9UDW3	LOC408711	ZMAT5
A0A7M7RAL2	O95816	551546	BAG2
A0A7M7MUH9	Q8N983	LOC409269	MRPL43
A0A7M7IPG0	Q7Z4L9	100576100	PPP1R42
A0A7M7R7U7	P82979	551151	SARNP
A0A7M7H167	Q9UBI1	LOC100578763	COMMD3
A0A7M7FYP8	Q6IAA8	725789	LAMTOR1
A0A7M7R639	Q9NRX2	412549	MRPL17
A0A7M7MMW7	Q5UCC4	LOC724750	EMC10
A0A7M7IGV1	Q9H6E4	LOC107964653	CCDC134
A0A7M7R3C3	O15392	409405	BIRC5
A0A7M7RB02	Q7Z422	551727	SZRD1
A0A7M7LII6	P53803	727025	POLR2K
A0A7M7LMY3	Q8TB73	100576121	NDNF
A0A7M7FYQ2	Q9Y5U9	724829	IER3IP1
A0A7M7R493	Q6ZYL4	408269	GTF2H5
A0A7M7TF40	A6NED2	410602	RCCD1
A0A7M7FYV6	Q13405	726151	MRPL49
A0A7M7FYY9	P49458	725743	SRP9
A0A7M7GA31	Q9NS18	727309	GLRX2
A0A7M7FYK0	Q99811	725502	PRRX2
A0A7M7GP38	Q8WW35	726437	TCTEX1D2
A0A7M7RBP7	Q04323	552336	UBXN1
A0A7M7H595	O75360	LOC726538	PROP1
A0A7M7L3K1	Q15435	LOC413165	PPP1R7
A0A7M7R869	Q53FP2	551755	TMEM35A
A0A7M7GYD7	P05423	552353	POLR3D
A0A7M7FZQ7	Q9NQY0	725583	BIN3
A0A7M7ML21	Q96CB8	409806	INTS12
A0A7M7L361	Q9UJ68	409097	MSRA
A0A7M7FYL7	O00488	724352	ZNF593
A0A7M7FY05	O95872	LOC726034	GPANK1
A0A7M7G8X4	Q9NZD2	100577451	GLTP
A0A7M6US06	Q6YFQ2	100359409	COX6B2
A0A7M7FY10	Q9NPE3	LOC724638	NOP10
A0A7M7FYE4	Q9Y5J7	725240	TIMM9
A0A7M7G939	Q9BSF4	LOC727515	TIMM29
A0A7M7G087	O95707	727419	POP4
A0A7M7H7S4	Q9P086	552719	MED11
A0A7M7R9P3	O75822	LOC409796	EIF3J
A0A7M7MW03	Q15054	LOC100578479	POLD3
A0A7M7R796	P52815	LOC409926	MRPL12
A0A7M7GA90	Q93015	725478	NAA80
A0A7M7G1U4	Q9UL45	724688	BLOC1S6
A0A7M7IF06	Q9NX08	725475	COMMD8
A0A7M7G1F2	Q6PJT7	724937	ZC3H14
A0A7M7R7E5	Q96MW1	551099	CCDC43
A0A7M7R7A8	Q17RM4	LOC409603	CCDC142
A0A7M7GLW3	Q8WV60	LOC552071	PTCD2
A0A7M7INY6	Q99417	551912	MYCBP
A0A7M7R7L2	Q8IYP9	410985	ZDHHC23
A0A7M7L5I8	Q14CZ7	LOC113218831	FASTKD3
A0A7M7RAF3	Q9Y3E2	LOC551959	BOLA1
A0A7M7TG19	O96000	552424	NDUFB10
A0A7M7FYK5	Q5TGZ0	726902	MICOS10
A0A7M7GJZ0	Q9BVW5	725981	TIPIN
A0A7M7MVL6	Q8N7U6	LOC113219328	EFHB
A0A7M7IGU0	Q96ST8	726602	CEP89
A0A7M7GRR1	Q9UHR6	LOC100578259	ZNHIT2
A0A7M7GLP4	O75381	552256	PEX14
A0A7M7R4U0	P51397	408918	DAP
A0A7M7R3H9	P05090	LOC409278	APOD
A0A7M7FZI3	Q8IY95	727420	TMEM192
A0A7M7FZQ8	Q9NR33	LOC725835	POLE4
A0A7M7GZK3	Q96FT9	724653	IFT43
A0A7M7L588	Q96NG3	LOC102654740	TTC25
A0A7M7FYP2	Q9BRA0	724241	NAA38
A0A7M7LKG1	Q8WXC6	724639	COPS9
A0A7M7R3G9	Q96C12	409256	ARMC5
A0A7M7G389	Q14061	727026	COX17
A0A7M7R3L2	Q16585	409378	SGCB
A0A7M7FYY2	Q9Y5V0	726408	ZNF706
A0A7M7RAJ9	Q96K21	552088	ZFYVE19
A0A7M7L206	P78346	LOC100576378	RPP30
A0A7M7G9H1	O43324	LOC100577000	EEF1E1
A0A7M7LN02	Q9Y3D5	100578560	MRPS18C
A0A7M7IJ79	Q6IEG0	LOC551392	SNRNP48
A0A7M7LSY3	Q7Z6M2	726014	FBXO33
A0A7M7R8P8	P53999	552213	SUB1
A0A7M7R541	Q587I9	411493	SFT2D3
A0A7M7FYS0	Q9BYD2	725866	MRPL9
A0A7M7L5S4	Q96MA6	LOC100576953	AK8
Q5KSL4	P00540	c-mos	MOS
A0A7M7R8T7	Q15185	LOC552470	PTGES3
A0A7M7SQJ7	O43543	LOC102656733	XRCC2
A0A7M7IJ65	Q9NQM4	LOC102655282	PIH1D3
A0A7M7H075	O43678	727049	NDUFA2
A0A7M7LKR7	O15155	726840	BET1
A0A7M7GZY3	Q96F85	102656473	CNRIP1
A0A7M7ILW9	Q9NRP4	LOC100579038	SDHAF3
A0A7M7G1D0	Q15649	724786	ZNHIT3
A0A7M7FZY1	Q99547	726279	MPHOSPH6
A0A7M7G9X3	Q07326	100578188	PIGF
A0A7M7GW48	Q9H2L4	102655111	TMEM60
A0A7M7L8W4	Q08380	LOC412158	LGALS3BP
A0A7M7FZJ6	Q9UBK9	LOC725210	UXT
A0A7M7R9L0	O14907	551654	TAX1BP3
A0A7M7G1S9	O43805	725536	SSNA1
A0A7M7R8Y5	P10606	552610	COX5B
A0A7M7R4J7	Q969J3	410518	BORCS5
A0A7M7GWM4	Q9P0M9	411618	MRPL27
A0A7M7GBK6	Q9NW61	LOC100577579	PLEKHJ1
A0A7M6W5P4	O95178	726146	NDUFB2
A0A7M7L0H2	Q96NL6	LOC100578833	SCLT1
A0A7M7GV30	Q9HD34	102655452	LYRM4
A0A7M7R6E2	Q16718	LOC413014	NDUFA5
A0A7M7LSA8	Q8IW40	102655592	CCDC103
A0A7M7FZB1	Q8NEF9	725328	SRFBP1
A0A7M7MUL3	Q0PNE2	LOC102655126	ELP6
A0A7M7R882	Q96EV8	551978	DTNBP1
A0A7M7G726	Q6P5X5	724280	C22orf39
A0A7M7RAE9	Q9Y2R5	551158	MRPS17
A0A7M7FZ24	A4D2B0	726427	MBLAC1
A0A7M7LK98	Q13901	725049	C1D
A0A7M7MN04	Q9H074	LOC100577746	PAIP1
A0A7M7GXU4	Q9NX14	LOC724719	NDUFB11
A0A7M7GA22	Q9BRT6	100577923	LLPH
A0A7M7MNH2	Q8WYR4	LOC726810	RSPH1
A0A7M7FZ31	Q6P161	726480	MRPL54
A0A7M7G907	Q9BRP8	410103	PYM1
A0A7M7GXK3	Q5JS54	LOC102655399	PSMG4
A0A7M7LQE6	Q96GC5	726617	MRPL48
A0A7M7R8S5	Q9BYC8	413398	MRPL32
A0A7M7L1D6	Q9P032	LOC102653955	NDUFAF4
A0A7M7IGY1	Q8WVL7	408773	ANKRD49
A0A7M7FYX7	Q6P5S7	725572	RNASEK
A0A7M7L1Z9	Q00059	LOC102654682	TFAM
A0A7M7GJA2	Q8N6V9	100576608	TEX9
A0A7M7IKP8	Q8N8D1	725630	PDCD7
A0A7M7L3U4	Q8IYE0	LOC107964633	CCDC146
A0A7M7GT99	Q8TDH9	102656006	BLOC1S5
A0A7M7R8L9	Q9NWH2	552237	TMEM242
A0A7M7MQY9	Q8NE18	LOC413907	NSUN7
A0A7M7GXX4	Q49B96	102655540	COX19
A0A7M7MPQ3	A4D1B5	LOC725949	GSAP
A0A7M7SR91	Q6UX98	725183	ZDHHC24
A0A7M7G7Y5	Q8WXD5	725227	GEMIN6
A0A7M7GZB1	O00258	LOC100577285	WRB
A0A7M7MRH4	Q53S58	LOC113219136	TMEM177
A0A7M7FZU8	P0DKL9	725871	ARL14EPL
A0A7M7FXV7	Q9BYD6	724493	MRPL1
A0A7M7R654	Q9NS69	409500	TOMM22
A0A7M7R4Z4	O43674	408477	NDUFB5
A0A7M7GQT8	Q9BUB7	LOC725040	TMEM70
A0A7M7RA52	O95169	551660	NDUFB8
A0A7M6USA7	P05386	406120	RPLP1
A0A7M7GSW9	Q5U5X0	726662	LYRM7
A0A7M7LSV8	Q6QNY1	102656131	BLOC1S2
A0A7M7IK84	Q9BS18	LOC102653956	ANAPC13
A0A7M7MT88	Q96CM3	LOC100577533	RPUSD4
A0A7M7TFY2	P55822	551916	SH3BGR
A0A7M7RAV2	Q96FH0	LOC551585	BORCS8
A0A7M7IF59	Q9P0R6	LOC100577976	GSKIP
A0A7M7L5R9	Q8N2U0	LOC552441	TMEM256
A0A7M7R6I5	P18848	410226	ATF4
A0A7M7RBT2	Q96QK8	552551	SMIM14
A0A7M7MUG4	Q9HA38	LOC113219244	ZMAT3
A0A7M7FXY6	Q9H633	724659	RPP21
A0A7M7H5L8	Q9NPA8	102655217	ENY2
A0A7M7FZX6	Q86UA6	726033	RPAIN
A0A7M7GBU1	Q1MX18	100576116	INSC
A0A7M7R5M1	Q6UW68	411902	TMEM205
A0A7M7IJD4	Q7Z7F7	LOC107965674	MRPL55
A0A7M7G2I4	Q9NRG0	726619	CHRAC1
A0A7M7MMT3	Q96BD8	LOC100577722	SKA1
A0A7M7GFD1	Q6IA17	100578939	SIGIRR
A0A7M7L5C1	Q9BWF2	LOC726290	TRAIP
A0A7M7MPT6	Q9NNZ3	LOC102655765	DNAJC4
A0A7M7GZ83	Q9H0Y0	726781	ATG10
A0A7M7IHQ9	Q8N412	LOC102656560	STPG2
A0A7M7R7G0	O75071	409769	EFCAB14
A0A7M7R895	Q9NWA0	552161	MED9
A0A7M7GLJ3	Q96KF7	LOC100577797	SMIM8
A0A7M7G9U4	Q9ULW0	100577382	TPX2
A0A7M7LRP0	Q8N815	100577351	CNTD1
A0A7M7MPW3	Q9H840	726546	GEMIN7
A0A7M7FZZ9	Q9Y5J6	LOC726131	TIMM10B
A0A7M7TF19	Q9BUT9	409645	MCRIP2
A0A7M7GUG0	Q15038	LOC550799	DAZAP2
A0A7M7R9E0	Q9UQV4	LOC409495	LAMP3
A0A7M7L5G2	Q9H425	552032	C1orf198
A0A7M7MMU5	Q9BUK0	LOC107964792	CHCHD7
A0A7M7MUJ7	Q5VVM6	LOC724732	CCDC30
A0A7M7LT84	Q9UDW1	100578782	UQCR10
A0A7M7G7L5	Q8IXM3	724790	MRPL41
A0A7M7GQT2	Q96M20	551443	CNBD2
A0A7M7GYQ1	Q96EA4	100576761	SPDL1
A0A7M7LQC0	Q0VFZ6	102653947	CCDC173
A0A7M7R7P3	Q9NVS2	LOC551397	MRPS18A
A0A7M7FYV4	Q96NB1	724715	FOPNL
A0A7M7R5T1	Q13155	409404	AIMP2
A0A7M7M0Q9	Q99732	551998	LITAF
A0A7M7IS00	Q5VZ52	102656397	MORN5
A0A7M7LME3	Q4U2R6	724263	MRPL51
A0A7M7MKZ4	Q9NVT9	LOC100578629	ARMC1
A0A7M7FZ14	P18859	726120	ATP5PF
A0A7M7GWD6	Q9BU61	102656215	NDUFAF3
A0A7M7LKL2	P0DPB6	725633	POLR1D
A0A7M7L0V8	O75379	LOC102656652	VAMP4
A0A7M7G089	Q9NSG2	LOC726895	C1orf112
A0A7M7GR64	Q9H900	102656142	ZWILCH
Q14SN0	Q8WWM9	glob1	CYGB
A0A7M7SRT3	Q9P0S2	LOC726259	COX16
A0A7M7GQT6	Q9NW81	102655097	DMAC2
A0A7M7MT17	Q8NI22	100579055	MCFD2
A0A7M7MMF1	Q08AG7	LOC113218950	MZT1
A0A7M7MMQ8	P82914	LOC100577575	MRPS15
A0A7M7LMR5	Q8N511	411335	TMEM199
A0A7M7GTH9	Q562F6	LOC100577102	SGO2
A0A7M7G8I4	O75935	102656311	DCTN3
A0A7M7R9X3	P0CAP2	551452	POLR2M
A0A7M7R964	Q9GZS1	551240	POLR1E
A0A7M7LKE1	Q13145	724378	BAMBI
A0A7M7FZ54	Q9NWZ8	726086	GEMIN8
A0A7M7GYJ0	P03973	408864	SLPI
A0A7M7LID1	O00273	725070	DFFA
A0A7M7GAW8	Q9GZN8	100577418	C20orf27
A0A7M7GKL7	Q7RTS1	102656170	BHLHA15
A0A7M7MKU0	O43716	LOC113218895	GATC
A0A7M7SRW1	Q8N183	100578218	NDUFAF2
A0A7M7LIC7	Q8NFU3	LOC724954	TSTD1
A0A7M7FXI0	Q0VGL1	724365	LAMTOR4
A0A7M7IQ30	Q9P2X0	727186	DPM3
A0A7M7GIY5	Q86WW8	725170	COA5
A0A7M7RA18	Q9BTK6	551833	PAGR1
A0A7M7GN35	Q9P0J0	102653862	NDUFA13
A0A7M7IFJ1	Q6NW34	LOC724922	NEPRO
A0A7M7GYF4	O96004	100576434	HAND1
A0A7M7GAP2	Q9NQG1	100577727	MANBAL
A0A7M7GV07	Q9NPC7	LOC100576963	MYNN
A0A7M7L5W7	Q96LL9	LOC102654159	DNAJC30
A0A7M7GES0	Q8IW19	LOC100578746	APLF
A0A7M7IF99	Q5T5A4	LOC100576361	C1orf194
A0A7M6W8H5	A8MTZ0	725231	BBIP1
A0A7M7L1X7	Q96IZ0	724743	PAWR
A0A7M7LMZ3	Q9P2W3	725453	GNG13
A0A7M7IGA5	Q8N6N6	107964901	NATD1
A0A7M6UGI7	O76095	726127	JTB
A0A7M6UD64	Q9P0U1	727327	TOMM7
A0A7M7IL90	Q53HL2	724643	CDCA8
A0A7M7IJR4	P61296	107965534	HAND2
A0A7M7GNM0	Q13426	102654398	XRCC4
A0A7M7LTM1	O43715	100578534	TRIAP1
A0A7M7FXT6	Q3ZAQ7	725742	VMA21
A0A7M7R7K1	Q8TCA0	551458	LRRC20
A0A7M7G104	Q9UK00	725379	C3orf18
A0A7M7LQ23	Q69YG0	LOC100579021	TMEM42
A0A7M7M5T0	Q96EL3	725918	MRPL53
A0A7M7H3W3	Q9H4I9	102654379	SMDT1
A0A7M7G7W8	O00244	725138	ATOX1
A0A7M7MWL3	A7E2U8	LOC102655493	C4orf47
A0A7M7MNW3	Q9Y6G3	LOC102656685	MRPL42
A0A7M7FYU9	P15954	LOC726297	COX7C
A0A7M7R915	Q9HB20	552690	PLEKHA3
A0A7M7GAG9	Q8N7M0	100578614	TCTEX1D1
A0A7M7GBG2	Q68CZ6	100576143	HAUS3
A0A7M7FZC6	Q8TBF5	725135	PIGX
A0A7M7G0C0	O14949	726747	UQCRQ
A0A7M7LK88	O43676	725797	NDUFB3
A0A7M7GA67	Q9HD15	100576543	SRA1
A0A7M7MUB5	Q7Z7H3	LOC100578998	CATIP
A0A7M7M0I2	Q9BUY7	LOC725962	EFCAB11
A0A7M7MTR8	Q6PK04	LOC726697	CCDC137
A0A7M7MN74	Q5JU67	LOC102656577	CFAP157
A0A7M7LRK5	Q8N1D5	LOC100578581	C1orf158
A0A7M7MSP7	Q9UKY7	LOC552707	CDV3
A0A7M7IU75	Q8IZS6	LOC102653718	TCTE3
A0A7M7GJK0	Q9NWQ9	LOC725733	C14orf119
A0A7M7FZ52	Q9UJQ1	724761	LAMP5
A0A7M7GVA4	Q96CW6	726800	SLC7A6OS
A0A7M7GST6	Q53T94	LOC552839	TAF1B
A0A7M7H1R9	Q6P3W2	724329	DNAJC24
A0A7M7G0B1	Q8TDP1	726711	RNASEH2C
A0A7M7RBE5	Q969H6	552780	POP5
A0A7M7RC65	P82932	551584	MRPS6
A0A7M7G763	P83369	725036	LSM11
A0A7M7GBM2	Q9BXJ7	LOC100577135	AMN
A0A7M7GQZ4	Q96F24	LOC102656905	NRBF2
A0A7M7GDI4	O43504	LOC100578725	LAMTOR5
A0A7M7IF44	Q96B45	725774	BORCS7
A0A7M7LQS6	Q6NXT1	LOC552483	ANKRD54
A0A7M7FZX5	Q8TF01	726190	PNISR
A0A7M7MLC8	Q8NEF3	LOC102654592	CCDC112
A0A7M7GEN1	Q96DC7	100576744	TMCO6
A0A7M7MPY9	Q9UID6	LOC100577877	ZNF639
A0A7M6W605	Q9Y6D0	551304	SELENOK
A0A7M7TFV3	Q16626	552306	MEA1
A0A7M7LK31	Q8NHZ8	726277	CDC26
A0A7M7TF03	P56134	409930	ATP5MF
A0A7M7GTF3	P41182	102653920	BCL6
A0A7M7G2K2	Q9BYN8	726731	MRPS26
A0A7M7GJS9	Q9H9V4	725811	RNF122
A0A7M7MU13	Q6RW13	LOC113218579	AGTRAP
A0A7M7GNR7	O75496	410093	GMNN
A0A7M7GK23	Q9UGY1	LOC724372	NOL12
A0A7M7LKM9	P82909	LOC725980	MRPS36
A0A7M7MNN3	Q8ND07	LOC725598	BBOF1
A0A7M7GPA0	Q86TS9	LOC552471	MRPL52
A0A7M6UWS6	O14957	726777	UQCR11
A0A7M7GKG7	Q9NY35	551144	CLDND1
A0A7M7R2Q4	P82930	408493	MRPS34
A0A7M7R7D3	Q8WXX5	LOC551252	DNAJC9
A0A7M7GSU7	Q5RI15	102654007	COX20
A0A7M7FZN2	Q6MZT1	725758	RGS7BP
A0A7M7GBB9	Q8WWC4	100577661	MAIP1
